0,214852.2499,0,0,0
0,3469.1345,0,0,0
0,3497.8491,0,0,0
0,210584.1534,4.150248,0,0
1,7598.0829,0,0,0
2,45949.575,0.5268695,0,0
3,31271.9538,0.488859,0,0
0,10415.7069,0,0,0
1,17366.5172,0,0,0
2,24300.2551,0.7158101,0,0
3,57583.9659,2.921091,0,0
4,1732.1492,0,0,0
5,15215.2941,0,0,0
6,17266.1976,0,0,0
7,2899.5851,0,0,0
8,2116.0636,0,0,0
9,2782.7473,0,0,0
10,2983.1724,0,0,0
11,5413.9334,0,0,0
0,16657.3493,7.347476,0,0
1,17814.5999,4.089535,0,0
2,56961.153,17.31398,0,0
3,72008.184,20.21797,0,0
4,255349.1261,45.20115,0,0
5,17517.4914,4.65152,0,0
6,25611.3562,5.371977,0,0
0,19211.1379,0,0,0
0,1681.1314,0,0,0
1,3286.4155,0,0,0
0,2199.9752,0,0,0
1,3186.9618,0,0,0
0,1198.7986,0,0,0
0,2249.9046,0,0,0
1,9966.1257,0,0,0
0,18836.8283,0,0,0
0,38417.6935,4.043498,0,0
0,16838.0152,0,0,0
0,33075.5457,0,0,0
0,6088.7882,0,0,0
0,7540.553,0,0,0
0,18116.5286,0,0,0
1,2848.7415,0,0,0
2,3899.3334,0,0,0
3,61572.2133,1.460622,0,0
0,7263.4595,0,0,0
1,9515.4618,0,0,0
2,3348.1171,0,0,0
3,44150.7827,3.882132,0,0
0,6078.4129,0.0712097,0,0
0,9200.5663,1.882262,0,0
1,16248.8753,0,0,0
2,16916.4983,0,0,0
3,31465.7714,3.695337,0,0
4,6103.9668,0,0,0
0,30605.7008,0.5805532,0,0
0,224524.3725,3.099846,0,0
0,5116.4567,0,0,0
1,20498.9656,0,0,0
2,26166.4995,0.5186965,0,0
3,4350.0283,0,0,0
4,2885.2255,0,0,0
5,1331.2088,0,0,0
6,31682.614,0,0,0
7,1249.1643,0,0,0
8,685.8065,0,0,0
9,7762.4951,0,0,0
10,27301.3728,0,0,0
11,7798.3915,0,0,0
12,1185.7916,0,0,0
13,1986.4079,0,0,0
0,9066.4016,0,0,0
1,998.7067,0,0,0
2,981.9671,0,0,0
3,13288.7803,0,0,0
0,1999.6733,0,0,0
1,38164.9801,0,0,0
2,2782.8267,0,0,0
3,1433.2328,0,0,0
4,8933.9348,0,0,0
5,81127.1007,0.318995,0,0
0,38047.6994,0.1868513,0,0
0,51951.2875,0,0,0
0,13698.6992,0.1790677,0,0
1,1900.0023,0,0,0
2,1065.5566,0,0,0
3,19949.1925,0,0,0
4,16426.4097,0,0,0
5,3489.0819,0,0,0
6,35721.8879,2.508749,0,0
0,28577.3841,2.113669,0,0
0,22033.2527,0.195641,0,0
0,24638.31,0,0,0
0,20316.2405,0.1210056,0,0
1,3116.771,0,0,0
2,22679.8456,0.5287928,0,0
3,4500.9026,0.3028728,0,0
4,7099.396,0.6115824,0,0
5,64915.9833,1.638589,0,0
0,898.9757,0,0,0
1,1131.5783,0,0,0
2,21749.6648,0,0,0
3,12967.0037,0,0,0
4,4916.0292,0,0,0
5,1668.7304,0,0,0
6,63066.117,0.1380752,0,0
7,465.5842,0,0,0
8,5949.7696,0,0,0
9,2565.3845,0,0,0
10,21933.906,0,0,0
11,918.0516,0,0,0
12,716.0431,0,0,0
13,4280.5245,0,0,0
14,1617.241,0,0,0
15,1831.2831,0,0,0
16,1099.7566,0,0,0
17,1887.206,0,0,0
0,14426.554,0,0,0
0,26433.2783,0.02875738,0,0
1,20868.3267,0,0,0
2,7394.9215,0,0,0
3,12665.1888,0,0,0
4,16083.6143,0,0,0
5,2249.8184,0,0,0
6,3700.0221,0,0,0
7,14295.0341,0,0,0
8,23896.2973,0,0,0
9,41295.3638,0,0,0
0,43038.7492,0,0,0
0,49384.599,0.07203913,0,0
1,6897.4953,0,0,0
2,27066.2832,0.1540423,0,0
0,12849.4829,0,0,0
1,22249.058,0,0,0
2,15633.0556,0,0,0
3,1365.819,0,0,0
4,1716.4007,0,0,0
5,47549.5839,0,0,0
0,9466.1892,0,0,0
1,20564.464,0,0,0
2,765.7584,0,0,0
3,950.3596,0,0,0
4,1566.9279,0,0,0
5,3886.8834,0,0,0
0,4219.464,0,0,0
1,464504.7163,0,0,0
0,39496.4393,0,0,0
0,24539.3214,0,0,0
0,63798598869876.2,0,0,0
0,47046.1504,2.088534,0,0
0,6353.4159,3.472155,0,0
0,14924.7467,0,0,0
0,4799.7864,0,0,0
0,1182.1132,0.01427722,0,0
1,4237.5883,0,0,0
0,3400.3865,0,0,0
1,13251.3958,1.890333,0,0
2,18149.1596,0,0,0
3,981.5677,0,0,0
4,866.5577,0,0,0
5,952.0514,0,0,0
0,1714.1243,0,0,0
1,2082.9632,0,0,0
0,11737.3179,0.8945525,0,0
0,7530.7029,0,0,0
0,2234.6888,0,0,0
1,402815.118,0.06986848,0,0
0,63798939154383.6,0,0,0
0,1863.5354,0,0,0
0,11798.3653,5.535819,0,0
1,32498.1102,0,0,0
0,3750.3734,1.579319,0,0
1,22857.0189,0,0,0
0,12249.3567,0.5980595,0,0
1,19150.3076,0,0,0
2,33690.5986,0,0,0
