vr complete time:,63814860821193.7
ar complete time:,17466.8529
vr complete time:,63814860936268.2
vr complete time:,63814860939419.7
ar complete time:,3529.996
vr complete time:,1784.0362
vr complete time:,4660.0136
ar complete time:,7781.9707
vr complete time:,6628.253
vr complete time:,9543.3504
ar complete time:,12580.9799
ar complete time:,14700.2333
vr complete time:,12926.1117
vr complete time:,16093.0957
ar complete time:,19159.9664
vr complete time:,18492.0294
vr complete time:,21760.37
ar complete time:,25136.6819
vr complete time:,24054.4023
vr complete time:,30250.9365
ar complete time:,34538.3931
vr complete time:,33375.4551
vr complete time:,43669.3279
ar complete time:,48748.943
vr complete time:,47274.4256
vr complete time:,50456.2737
vr complete time:,57525.5788
ar complete time:,60569.5272
vr complete time:,63814861242529
vr complete time:,63814861248027.1
ar complete time:,7610.586
vr complete time:,7053.3018
vr complete time:,11286.2984
ar complete time:,14461.533
vr complete time:,100709.0807
vr complete time:,109261.0339
ar complete time:,112505.2185
ar complete time:,113406.1603
vr complete time:,63814861553325.1
vr complete time:,63814861557664
ar complete time:,984.1778
vr complete time:,1767.5093
vr complete time:,4763.4659
ar complete time:,5820.2974
ar complete time:,6380.0444
vr complete time:,7292.9462
vr complete time:,11609.9429
ar complete time:,12369.7191
ar complete time:,19910.991
vr complete time:,20410.7257
vr complete time:,24628.3386
ar complete time:,25335.8538
vr complete time:,27130.2953
vr complete time:,30371.675
ar complete time:,31213.6621
vr complete time:,32430.3523
vr complete time:,33645.2145
vr complete time:,37382.036
vr complete time:,41591.2759
vr complete time:,63814861738308.4
vr complete time:,63814861740660.8
vr complete time:,63814861744010
vr complete time:,1313.5716
vr complete time:,3823.2404
ar complete time:,5554.935
vr complete time:,6341.4951
vr complete time:,10036.964
ar complete time:,11757.8326
vr complete time:,12313.401
vr complete time:,14300.2795
ar complete time:,16644.997
vr complete time:,19362.1699
vr complete time:,21408.4608
ar complete time:,23074.6744
vr complete time:,63814862204183.9
vr complete time:,63814862274879.1
vr complete time:,63814862726070.5
vr complete time:,63814862734033.7
vr complete time:,63814862743478.4
vr complete time:,63814862752828.3
ar complete time:,16160.4176
ar complete time:,22549.7911
ar complete time:,31612.9639
vr complete time:,161814.8602
vr complete time:,171026.0268
vr complete time:,178892.4931
vr complete time:,187631.6843
ar complete time:,217587.8177
ar complete time:,231326.5537
ar complete time:,238016.0869
ar complete time:,246126.4076
vr complete time:,846055.4277
vr complete time:,856229.9444
vr complete time:,865401.3908
vr complete time:,871690.1837
ar complete time:,913075.5078
ar complete time:,944745.6962
ar complete time:,945114.6098
ar complete time:,945365.7727
ar complete time:,945698.801
ar complete time:,958889.7685
ar complete time:,959484.3758
ar complete time:,960200.0241
vr complete time:,978537.3789
vr complete time:,987125.289
vr complete time:,996662.6376
vr complete time:,1004802.6801
vr complete time:,1014192.6893
vr complete time:,1021064.4175
vr complete time:,1039601.4433
vr complete time:,1044714.1969
ar complete time:,1067700.1649
ar complete time:,1080834.556
ar complete time:,1088174.0789
ar complete time:,1097920.8765
vr complete time:,63814865848379.2
vr complete time:,63814865858083.8
vr complete time:,63814867273892.6
vr complete time:,63814867593074.3
vr complete time:,63814870597367.4
vr complete time:,63815027830189
vr complete time:,63815028981108.9
vr complete time:,63815028988653.9
