ar:,68734.8635,(359.1610, 99.5143, 357.1818)(359.0643, 299.5763, 6.7802)(-0.0023, 32.6038, 0.6202)(0.2640, 283.1308, 359.7612),(359.0500, 67.1534, 357.0586)(358.9289, 299.7655, 7.4344)(359.9612, 32.5674, 0.7049)(0.2943, 283.0897, 359.7809)
ar:,71327.8641,(359.1610, 99.5143, 357.1818)(359.0643, 299.5763, 6.7802)(-0.0023, 32.6038, 0.6202)(0.2640, 283.1308, 359.7612),(359.0532, 67.1532, 357.0745)(358.9254, 299.7552, 7.4497)(359.9755, 32.5565, 0.6972)(0.2853, 283.0897, 359.7881)
vr:,10178.7013,(0.0000, 0.0000, 0.0000),(358.1913, 48.9033, 356.6960)
ar:,9264.9999,(359.0627, 67.1529, 357.0808)(358.8951, 299.7467, 7.5344)(359.9549, 32.5563, 0.7270)(0.2943, 283.0897, 359.7809),(359.0532, 67.1532, 357.0745)(358.8994, 299.7307, 7.5858)(359.9549, 32.5453, 0.7270)(0.2800, 283.0646, 359.7629)
vr:,15935.0022,(0.0000, 0.0000, 0.0000),(353.7380, 75.3962, 3.3135)
ar:,10693.0735,(359.0471, 67.1628, 357.0841)(358.8769, 299.7541, 7.6638)(359.9472, 32.5311, 0.7127)(0.2800, 283.0735, 359.7629),(359.5458, 141.1388, 357.6449)(358.8687, 299.7533, 7.6951)(359.9507, 32.4949, 0.7017)(0.2710, 283.0646, 359.7701)
ar:,30278.0836,(359.0471, 67.1628, 357.0841)(358.8769, 299.7541, 7.6638)(359.9472, 32.5311, 0.7127)(0.2800, 283.0735, 359.7629),(358.3820, 51.7710, 357.1385)(358.8459, 299.8633, 7.7828)(359.8839, 33.9082, 0.6954)(359.6023, 334.3122, 0.0084)
vr:,15477.0014,(0.0000, 0.0000, 0.0000),(7.3354, 198.1259, 8.3793)
ar:,6434.0005,(358.4379, 51.7807, 357.0763)(358.8458, 299.8887, 7.8082)(359.9201, 33.9051, 0.6944)(359.9233, 334.3234, 0.0762),(358.4429, 51.7807, 357.0660)(358.8349, 299.9036, 7.8135)(359.9420, 33.9085, 0.7011)(359.9396, 334.3234, 0.0960)
vr:,16475.0013,(0.0000, 0.0000, 0.0000),(358.3130, 92.3555, 5.4353)
ar:,10363.139,(358.4626, 51.7598, 357.0504)(358.8307, 299.9031, 7.8291)(359.9604, 33.9415, 0.7187)(359.9808, 334.3234, 0.1219),(358.4579, 51.7701, 357.0607)(358.8474, 299.8885, 7.8337)(359.9461, 33.9305, 0.7263)(359.3301, 69.5853, 0.1206)
ar:,37002.1414,(358.4626, 51.7598, 357.0504)(358.8307, 299.9031, 7.8291)(359.9604, 33.9415, 0.7187)(359.9808, 334.3234, 0.1219),(358.4476, 51.7704, 357.0557)(358.8614, 299.8734, 7.8794)(0.2460, 153.5111, 359.6949)(0.2016, 32.7231, 359.7606)
vr:,19856.001,(0.0000, 0.0000, 0.0000),(313.0592, 109.1156, 255.6153)
ar:,8447.0009,(358.4676, 51.7441, 357.0661)(358.8654, 299.8992, 7.8892)(0.4166, 153.5007, 0.0196)(0.1131, 32.7343, 359.8182),(358.4579, 51.7544, 357.0867)(358.8505, 299.8882, 7.8847)(359.4712, 188.6475, 91.5121)(0.0769, 32.7453, 359.8195)
ar:,30471.0024,(358.4676, 51.7441, 357.0661)(358.8654, 299.8992, 7.8892)(0.4166, 153.5007, 0.0196)(0.1131, 32.7343, 359.8182),(358.5034, 55.9475, 357.0511)(359.6331, 7.6298, 8.0780)(0.4817, 325.5574, 0.7024)(359.9826, 32.8179, 359.8157)
vr:,14802.3772,(0.0000, 0.0000, 0.0000),(14.1149, 161.9449, 335.0294)
ar:,11336.0012,(358.4835, 55.9583, 357.0403)(359.2360, 7.6360, 8.3281)(0.4539, 325.5427, 0.6511)(359.9859, 32.8541, 359.8047),(358.4836, 55.9836, 357.0656)(351.1803, 197.2506, 291.7952)(0.4649, 325.5318, 0.6476)(0.0124, 32.8903, 359.8364)
