ar:,41954.4197,(359.0646, 134.2121, 356.7251)(359.0340, 28.5639, 8.8090)(0.9846, 344.2563, 0.5117)(0.0956, 210.9722, 0.7280),(358.9648, 219.9502, 357.6486)(358.4400, 274.2435, 8.9436)(0.9524, 344.2669, 0.4468)(0.1097, 210.9612, 0.7200)
vr:,11907.0006,(0.0000, 0.0000, 0.0000),(351.4862, 67.9723, 357.5666)
ar:,4536.0009,(358.9432, 219.9559, 357.5064)(358.4201, 274.2437, 8.8216)(0.9427, 344.2557, 0.4596)(0.0875, 210.9831, 0.7139),(358.9474, 219.9667, 357.4956)(358.4208, 274.2520, 8.7885)(0.9524, 344.2669, 0.4468)(0.0955, 210.9863, 0.7281)
vr:,14645.0002,(0.0000, 0.0000, 0.0000),(350.9460, 88.4988, 356.1334)
ar:,14153.5608,(358.9592, 219.9667, 357.4633)(358.4000, 274.2263, 8.7471)(0.9654, 344.2557, 0.4565)(0.0985, 210.9973, 0.7170),(358.8904, 321.0679, 356.9646)(358.4000, 274.2263, 8.7471)(0.9557, 344.2429, 0.4693)(0.1054, 210.9723, 0.7783)
ar:,28509.5611,(358.9592, 219.9667, 357.4633)(358.4000, 274.2263, 8.7471)(0.9654, 344.2557, 0.4565)(0.0985, 210.9973, 0.7170),(358.5263, 282.2357, 357.5520)(358.3934, 274.2263, 8.7064)(359.5655, 11.3750, 359.8531)(0.0815, 210.9721, 0.7360)
vr:,16214.0021,(0.0000, 0.0000, 0.0000),(275.7624, 205.7970, 112.4763)
ar:,10462.0009,(358.6193, 282.2341, 357.5212)(358.3946, 274.2102, 8.7067)(359.9427, 11.5465, 0.2245)(0.0671, 211.0082, 0.7440),(358.6299, 282.2342, 357.4979)(358.3976, 274.1782, 8.6911)(0.3584, 318.5218, 269.9856)(0.0641, 211.0082, 0.7551)
ar:,27924.2106,(358.6193, 282.2341, 357.5212)(358.3946, 274.2102, 8.7067)(359.9427, 11.5465, 0.2245)(0.0671, 211.0082, 0.7440),(358.6273, 282.1929, 357.5146)(358.3892, 274.1941, 8.6663)(359.8759, 156.2955, 359.2416)(359.6943, 345.2097, 0.5828)
vr:,14062.0021,(0.0000, 0.0000, 0.0000),(7.2899, 236.2855, 1.3334)
ar:,3091.9994,(358.6282, 282.2340, 357.5140)(358.3840, 274.1527, 8.6741)(359.8992, 156.2836, 359.7987)(-0.0029, 345.1984, 0.8671),(358.6443, 282.2336, 357.5158)(358.3918, 274.1532, 8.6825)(359.8927, 156.2724, 359.8235)(0.0085, 345.1872, 0.8656)
vr:,8818.0008,(0.0000, 0.0000, 0.0000),(354.5732, 120.8633, 349.7969)
ar:,3436.0011,(358.6443, 282.2336, 357.5158)(358.4014, 274.1378, 8.6750)(359.9068, 156.2588, 359.8908)(0.0100, 345.1872, 0.8770),(358.6460, 282.2338, 357.4997)(358.4186, 274.1148, 8.6927)(359.9091, 156.2588, 359.9020)(-0.0015, 345.1984, 0.8784)
vr:,10323.0007,(0.0000, 0.0000, 0.0000),(350.8841, 93.7686, 0.2040)
ar:,6948.9996,(358.6474, 282.2178, 357.4837)(358.4260, 274.1230, 8.7003)(359.9250, 156.2363, 359.9221)(0.0242, 345.1986, 0.8982),(358.6398, 282.2020, 357.4749)(358.4260, 274.1230, 8.7003)(359.9274, 156.2587, 359.9333)(359.2592, 81.2238, 359.9837)
ar:,23387.0025,(358.6474, 282.2178, 357.4837)(358.4260, 274.1230, 8.7003)(359.9250, 156.2363, 359.9221)(0.0242, 345.1986, 0.8982),(358.6286, 279.7512, 357.4838)(359.7021, 355.7932, 8.7793)(359.9027, 156.2947, 359.9268)(0.7391, 323.3009, 0.0808)
vr:,18635.8591,(0.0000, 0.0000, 0.0000),(3.5034, 215.6263, 345.2636)
ar:,9143.0006,(358.6605, 279.7344, 357.4868)(358.8956, 355.7854, 9.0394)(359.8962, 156.3059, 359.9515)(0.6046, 323.3060, 0.3669),(358.6531, 279.7346, 357.4780)(0.9290, 119.3337, 178.9785)(359.8873, 156.3419, 359.9651)(0.6153, 323.3279, 0.3997)
