vr ope time:,60297.7217
ar ope time:,14154.8019
vr ope time:,6144.7601
ar ope time:,9444.5055
vr ope time:,4986.8663
ar ope time:,7440.9205
vr ope time:,14417.0853
ar ope time:,9144.3357
vr ope time:,37313.8345
ar ope time:,8380.9751
vr ope time:,12614.1338
ar ope time:,9342.7718
vr ope time:,8252.3664
ar ope time:,6362.7558
vr ope time:,4232.9763
ar ope time:,7801.3969
vr ope time:,3905.1058
ar ope time:,7170.7005
