vr ope time:,52088.3414
ar ope time:,7193.9198
vr ope time:,5900.9678
ar ope time:,6102.1204
vr ope time:,8284.3988
ar ope time:,8723.2662
vr ope time:,16536.8161
ar ope time:,8783.4664
vr ope time:,12140.9094
ar ope time:,9904.3915
vr ope time:,11563.9569
ar ope time:,9101.7677
vr ope time:,9476.1107
ar ope time:,12977.6776
vr ope time:,4731.7293
ar ope time:,6384.6126
vr ope time:,13846.5531
ar ope time:,17238.7306
vr ope time:,11823.5344
ar ope time:,5630.0767
